imdb_id,title,wiki
tt0116695,Jerry Maguire,https://en.wikipedia.org/?curid=142435
tt0241527,Harry Potter and the Sorcerer's Stone,https://en.wikipedia.org/?curid=667361
tt1596343,Fast Five,https://en.wikipedia.org/?curid=28085067
tt0163025,Jurassic Park III,https://en.wikipedia.org/?curid=473273
tt0265086,Black Hawk Down,https://en.wikipedia.org/?curid=106328
tt0096895,Batman,https://en.wikipedia.org/?curid=4726
tt1853728,Django Unchained,https://en.wikipedia.org/?curid=31638720
tt0082971,Raiders of the Lost Ark,https://en.wikipedia.org/?curid=54166
tt0414982,Final Destination 3,https://en.wikipedia.org/?curid=1945359
tt0103776,Batman Returns,https://en.wikipedia.org/?curid=4728
tt0462538,The Simpsons Movie,https://en.wikipedia.org/?curid=1424178
tt0800320,Clash of the Titans,https://en.wikipedia.org/?curid=22358819
tt0947798,Black Swan,https://en.wikipedia.org/?curid=24480838
tt0118929,Dark City,https://en.wikipedia.org/?curid=1884712
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,https://en.wikipedia.org/?curid=26581256
tt0107254,Jason Goes to Hell: The Final Friday,https://en.wikipedia.org/?curid=2375811
tt0349205,Cheaper by the Dozen,https://en.wikipedia.org/?curid=456588
tt0413267,Shrek the Third,https://en.wikipedia.org/?curid=903383
tt1095217,Bad Lieutenant: Port of Call New Orleans,https://en.wikipedia.org/?curid=18634533
tt1748227,The Collection,https://en.wikipedia.org/?curid=33336349
tt0890870,Saw IV,https://en.wikipedia.org/?curid=7694669
tt0088247,The Terminator,https://en.wikipedia.org/?curid=30327
tt0499549,Avatar,https://en.wikipedia.org/?curid=4273140
tt1234541,The Butterfly Effect 3: Revelations,https://en.wikipedia.org/?curid=18901478
tt0406728,Dungeons & Dragons: Wrath of the Dragon God,https://en.wikipedia.org/?curid=619810
tt0816711,World War Z,https://en.wikipedia.org/?curid=32314211
tt0103956,Child's Play 3,https://en.wikipedia.org/?curid=534778
tt0119822,As Good as It Gets,https://en.wikipedia.org/?curid=142447
tt0162661,Sleepy Hollow,https://en.wikipedia.org/?curid=55601
tt0472043,Apocalypto,https://en.wikipedia.org/?curid=2308701
tt0072271,The Texas Chain Saw Massacre,https://en.wikipedia.org/?curid=29781
tt0095016,Die Hard,https://en.wikipedia.org/?curid=97646
tt0245429,Spirited Away,https://en.wikipedia.org/?curid=70091
tt0079588,The Muppet Movie,https://en.wikipedia.org/?curid=876728
tt0480239,Atlas Shrugged: Part I,https://en.wikipedia.org/?curid=9034057
tt0093756,Police Academy 4: Citizens on Patrol,https://en.wikipedia.org/?curid=4485641
tt1496025,Underworld Awakening,https://en.wikipedia.org/?curid=30009835
tt1535109,Captain Phillips,https://en.wikipedia.org/?curid=37671576
tt1013752,Fast & Furious,https://en.wikipedia.org/?curid=1899768
tt1205489,Gran Torino,https://en.wikipedia.org/?curid=17016725
tt0208092,Snatch,https://en.wikipedia.org/?curid=707808
tt1232829,21 Jump Street,https://en.wikipedia.org/?curid=33509716
tt0179183,Fortress 2,https://en.wikipedia.org/?curid=5179911
tt0433386,The Grudge 2,https://en.wikipedia.org/?curid=3226774
tt1608290,Zoolander 2,https://en.wikipedia.org/?curid=46405518
tt0317705,The Incredibles,https://en.wikipedia.org/?curid=565879
tt3322940,Annabelle,https://en.wikipedia.org/?curid=41815356
tt1843866,Captain America: The Winter Soldier,https://en.wikipedia.org/?curid=36439749
tt0469494,There Will Be Blood,https://en.wikipedia.org/?curid=3213691
tt0082418,Friday the 13th Part 2,https://en.wikipedia.org/?curid=2274938
tt1231580,Alvin and the Chipmunks: The Squeakquel,https://en.wikipedia.org/?curid=22937227
tt0053125,North by Northwest,https://en.wikipedia.org/?curid=73412
tt0091431,Armour of God ,https://en.wikipedia.org/?curid=652437
tt0099528,The Exorcist III,https://en.wikipedia.org/?curid=30873695
tt0118661,The Avengers,https://en.wikipedia.org/?curid=633411
tt0824747,Changeling,https://en.wikipedia.org/?curid=10825132
tt0084602,Rocky III,https://en.wikipedia.org/?curid=152328
tt0082474,The Great Muppet Caper,https://en.wikipedia.org/?curid=1458713
tt0055254,101 Dalmatians,https://en.wikipedia.org/?curid=179351
tt0314331,Love Actually,https://en.wikipedia.org/?curid=370064
tt1392170,The Hunger Games,https://en.wikipedia.org/?curid=31186339
tt0087755,The Muppets Take Manhattan,https://en.wikipedia.org/?curid=1099178
tt0181865,Traffic,https://en.wikipedia.org/?curid=37599
tt0356634,Garfield,https://en.wikipedia.org/?curid=348449
tt2543164,Arrival,https://en.wikipedia.org/?curid=43991244
tt0348150,Superman Returns,https://en.wikipedia.org/?curid=1082656
tt0077631,Grease,https://en.wikipedia.org/?curid=336846
tt1282140,Easy A,https://en.wikipedia.org/?curid=23438736
tt1065073,Boyhood,https://en.wikipedia.org/?curid=11055577
tt1250777,Kick-Ass,https://en.wikipedia.org/?curid=21282769
tt0093773,Predator,https://en.wikipedia.org/?curid=230481
tt0126029,Shrek,https://en.wikipedia.org/?curid=18717177
tt0317248,City of God,https://en.wikipedia.org/?curid=461322
tt0440963,The Bourne Ultimatum,https://en.wikipedia.org/?curid=1854000
tt0343818,"I,Robot",https://en.wikipedia.org/?curid=564947
tt0462590,Step Up,https://en.wikipedia.org/?curid=5429993
tt1182345,Moon,https://en.wikipedia.org/?curid=20348262
tt0454848,Inside Man,https://en.wikipedia.org/?curid=3592692
tt0063442,Planet of the Apes,https://en.wikipedia.org/?curid=18618306
tt0069768,Battle for the Planet of the Apes,https://en.wikipedia.org/?curid=709860
tt0099558,Armour of God 2: Operation Condor,https://en.wikipedia.org/?curid=652445
tt0081505,The Shining,https://en.wikipedia.org/?curid=1186616
tt1124035,The Ides of March,https://en.wikipedia.org/?curid=31024173
tt0362165,Son of the Mask,https://en.wikipedia.org/?curid=1402997
tt1336006,The Revenant,https://en.wikipedia.org/?curid=22771725
tt0086425,Terms of Endearment,https://en.wikipedia.org/?curid=113427
tt0407304,War of the Worlds,https://en.wikipedia.org/?curid=535335
tt1605783,Midnight in Paris,https://en.wikipedia.org/?curid=27070440
tt0379786,Serenity,https://en.wikipedia.org/?curid=504242
tt0790636,Dallas Buyers Club,https://en.wikipedia.org/?curid=37617614
tt0126029,Shrek,https://en.wikipedia.org/?curid=18717177
tt0317248,City of God,https://en.wikipedia.org/?curid=461322
tt1646987,Wrath of the Titans,https://en.wikipedia.org/?curid=30470648
tt0259324,Ghost Rider,https://en.wikipedia.org/?curid=2246413
tt0134084,Scream 3,https://en.wikipedia.org/?curid=600351
tt1663662,Pacific Rim,https://en.wikipedia.org/?curid=32112949
tt0104558,Supercop,https://en.wikipedia.org/?curid=1024792
tt1120985,Blue Valentine,https://en.wikipedia.org/?curid=25971350
tt0103064,Terminator 2: Judgment Day,https://en.wikipedia.org/?curid=34344124
tt0059578,For a Few Dollars More,https://en.wikipedia.org/?curid=442300
tt2967006,The Trip to Italy,https://en.wikipedia.org/?curid=42664694
tt0120737,The Lord of the Rings: The Fellowship of the Ring,https://en.wikipedia.org/?curid=173941
tt0097576,Indiana Jones and the Last Crusade,https://en.wikipedia.org/?curid=51888
tt0304141,Harry Potter and the Prisoner of Azkaban,https://en.wikipedia.org/?curid=667371
tt0195714,Final Destination,https://en.wikipedia.org/?curid=219712
tt0098621,The War of the Roses,https://en.wikipedia.org/?curid=30275589
tt0083944,First Blood,https://en.wikipedia.org/?curid=872441
tt0175880,Magnolia,https://en.wikipedia.org/?curid=231829
tt0070047,The Exorcist,https://en.wikipedia.org/?curid=725459
tt0108333,The Three Musketeers,https://en.wikipedia.org/?curid=1962913
tt1690953,Despicable Me 2,https://en.wikipedia.org/?curid=30069822
tt0068646,The Godfather,https://en.wikipedia.org/?curid=2466773
tt0072890,Dog Day Afternoon,https://en.wikipedia.org/?curid=101914
tt0452598,Cheaper by the Dozen 2,https://en.wikipedia.org/?curid=1922815
tt0096874,Back to the Future Part II,https://en.wikipedia.org/?curid=213270
tt0374900,Napoleon Dynamite,https://en.wikipedia.org/?curid=882119
tt1156398,Zombieland,https://en.wikipedia.org/?curid=21835208
tt0066921,A Clockwork Orange,https://en.wikipedia.org/?curid=1659954
tt1285016,The Social Network,https://en.wikipedia.org/?curid=24319139
tt0087332,Ghostbusters,https://en.wikipedia.org/?curid=205013
tt0418279,Transformers,https://en.wikipedia.org/?curid=2236472
tt0373889,Harry Potter and the Order of the Phoenix,https://en.wikipedia.org/?curid=670407
tt0266543,Finding Nemo,https://en.wikipedia.org/?curid=239587
tt0119217,Good Will Hunting,https://en.wikipedia.org/?curid=142456
tt0105698,Universal Soldier,https://en.wikipedia.org/?curid=3948455
tt1139797,Let the Right One In,https://en.wikipedia.org/?curid=16881835
tt1865567,Wrong Turn 4: Bloody Beginnings,https://en.wikipedia.org/?curid=31296081
tt1631867,Edge of Tomorrow,https://en.wikipedia.org/?curid=37098299
tt0167260,The Lord of the Rings: The Return of the King,https://en.wikipedia.org/?curid=174251
tt0104437,Honey I Blew Up the Kid,https://en.wikipedia.org/?curid=924799
tt0091474,Manhunter,https://en.wikipedia.org/?curid=600235
tt0063442,Planet of the Apes,https://en.wikipedia.org/?curid=18618306
tt0970866,Little Fockers,https://en.wikipedia.org/?curid=23092448
tt0293564,Rush Hour 3,https://en.wikipedia.org/?curid=2222699
tt0097647,The Karate Kid Part III,https://en.wikipedia.org/?curid=2353104
tt0056592,To Kill a Mockingbird,https://en.wikipedia.org/?curid=4607980
tt0458339,Captain America: The First Avenger,https://en.wikipedia.org/?curid=26999426
tt1655442,The Artist,https://en.wikipedia.org/?curid=31701975
tt0286716,Hulk,https://en.wikipedia.org/?curid=407591
tt0120669,Fear and Loathing in Las Vegas,https://en.wikipedia.org/?curid=5842075
tt0052618,Ben-Hur,https://en.wikipedia.org/?curid=1343342
tt0298130,The Ring,https://en.wikipedia.org/?curid=62668
tt1411697,The Hangover Part II,https://en.wikipedia.org/?curid=23295795
tt1398426,Straight Outta Compton,https://en.wikipedia.org/?curid=43108238
tt0240772,Ocean's Eleven,https://en.wikipedia.org/?curid=2251266
tt1935179,Mud,https://en.wikipedia.org/?curid=35566754
